"sector","Variable","year","value","group","value0","USAGDPDEFAISMEI","label","scaled"
385,"Total Industry Output",2018,139891.389360109,"As recorded",139891.389360109,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000161337972315159
385,"Total Employement",2018,10.767035678,"As recorded",10.767035678,105.112221863417,"Coastal Employment [thousands]",0.010767035678
385,"Total Personal Income",2018,-2764160.90032217,"As recorded",-2764160.90032217,105.112221863417,"Coastal Personal Income [billion 2022$]",-0.00318793112893331
385,"Total Industry Output",2019,1045940.89533142,"As recorded",1045940.89533142,106.876538692045,"Coastal Industry Output [billion 2022$]",0.00118637938291478
385,"Total Employement",2019,13.308323602,"As recorded",13.308323602,106.876538692045,"Coastal Employment [thousands]",0.013308323602
385,"Total Personal Income",2019,361697.574092752,"As recorded",361697.574092752,106.876538692045,"Coastal Personal Income [billion 2022$]",0.000410262708599764
385,"Total Industry Output",2020,1282434.99340566,"As recorded",1282434.99340566,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00143566790162951
385,"Total Employement",2020,12.157101065,"As recorded",12.157101065,108.287966074286,"Coastal Employment [thousands]",0.012157101065
385,"Total Personal Income",2020,521911.528336521,"As recorded",521911.528336521,108.287966074286,"Coastal Personal Income [billion 2022$]",0.000584272600619941
385,"Total Industry Output",2021,924130.139005447,"As recorded",924130.139005447,113.252692384595,"Coastal Industry Output [billion 2022$]",0.000989198447691815
385,"Total Employement",2021,12.161877922,"As recorded",12.161877922,113.252692384595,"Coastal Employment [thousands]",0.012161877922
385,"Total Personal Income",2021,717163.241435876,"As recorded",717163.241435876,113.252692384595,"Coastal Personal Income [billion 2022$]",0.000767658942422846
385,"Total Industry Output",2022,1491828.91647979,"As recorded",1491828.91647979,121.226851906731,"Coastal Industry Output [billion 2022$]",0.00149182891647979
385,"Total Employement",2022,9.372193434,"As recorded",9.372193434,121.226851906731,"Coastal Employment [thousands]",0.009372193434
385,"Total Personal Income",2022,483764.87152391,"As recorded",483764.87152391,121.226851906731,"Coastal Personal Income [billion 2022$]",0.00048376487152391
385,"Total Personal Income",2012,NA,"Extrapolated",NA,95.7547924993229,"Coastal Personal Income [billion 2022$]",NA
385,"Total Personal Income",2015,NA,"Extrapolated",NA,100,"Coastal Personal Income [billion 2022$]",NA
385,"Total Personal Income",2018,NA,"Extrapolated",NA,105.112221863417,"Coastal Personal Income [billion 2022$]",NA
385,"Total Personal Income",2011,NA,"Extrapolated",NA,94.0042733837922,"Coastal Personal Income [billion 2022$]",NA
385,"Total Personal Income",2013,NA,"Extrapolated",NA,97.3844273465615,"Coastal Personal Income [billion 2022$]",NA
385,"Total Personal Income",2014,NA,"Extrapolated",NA,99.0804906972909,"Coastal Personal Income [billion 2022$]",NA
385,"Total Personal Income",2016,NA,"Extrapolated",NA,100.950322501374,"Coastal Personal Income [billion 2022$]",NA
385,"Total Personal Income",2017,NA,"Extrapolated",NA,102.758144170279,"Coastal Personal Income [billion 2022$]",NA
385,"Total Employement",2012,1.57481968096247,"Extrapolated",1.57350295779574,95.7547924993229,"Coastal Employment [thousands]",0.00157481968096247
385,"Total Employement",2015,3.69568648817947,"Extrapolated",3.69436976501274,100,"Coastal Employment [thousands]",0.00369568648817947
385,"Total Employement",2018,10.767035678,"Extrapolated",10.7657189548333,105.112221863417,"Coastal Employment [thousands]",0.010767035678
385,"Total Employement",2011,0.773328021572895,"Extrapolated",0.772011298406164,94.0042733837922,"Coastal Employment [thousands]",0.000773328021572895
385,"Total Employement",2013,2.97767139847001,"Extrapolated",2.97635467530328,97.3844273465615,"Coastal Employment [thousands]",0.00297767139847001
385,"Total Employement",2014,7.43273304401282,"Extrapolated",7.43141632084609,99.0804906972909,"Coastal Employment [thousands]",0.00743273304401282
385,"Total Employement",2016,5.49703981950924,"Extrapolated",5.49572309634251,100.950322501374,"Coastal Employment [thousands]",0.00549703981950924
385,"Total Employement",2017,6.56405438585788,"Extrapolated",6.56273766269115,102.758144170279,"Coastal Employment [thousands]",0.00656405438585788
385,"Total Industry Output",2012,160751.639614003,"Extrapolated",160751.639614003,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.000203513732321949
385,"Total Industry Output",2015,89895.558574435,"Extrapolated",89895.5585744344,100,"Coastal Industry Output [billion 2022$]",0.000108977555663759
385,"Total Industry Output",2018,139891.389360109,"Extrapolated",139891.389360108,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000161337972315159
385,"Total Industry Output",2011,64457.740297639,"Extrapolated",64457.7402976384,94.0042733837922,"Coastal Industry Output [billion 2022$]",8.31239757090837e-05
385,"Total Industry Output",2013,8371.71532902233,"Extrapolated",8371.71532902174,97.3844273465615,"Coastal Industry Output [billion 2022$]",1.04213447883722e-05
385,"Total Industry Output",2014,579254.94268799,"Extrapolated",579254.94268799,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.000708729363967502
385,"Total Industry Output",2016,183558.952094758,"Extrapolated",183558.952094758,100.950322501374,"Coastal Industry Output [billion 2022$]",0.000220427962490592
385,"Total Industry Output",2017,59421.4702481469,"Extrapolated",59421.4702481463,102.758144170279,"Coastal Industry Output [billion 2022$]",7.01012832804332e-05
386,"Total Industry Output",2018,419365.592460624,"As recorded",419365.592460624,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000483658033963567
386,"Total Employement",2018,13.202687624,"As recorded",13.202687624,105.112221863417,"Coastal Employment [thousands]",0.013202687624
386,"Total Personal Income",2018,-2867714.61779942,"As recorded",-2867714.61779942,105.112221863417,"Coastal Personal Income [billion 2022$]",-0.00330736054399523
386,"Total Industry Output",2019,1739586.86589118,"As recorded",1739586.86589118,106.876538692045,"Coastal Industry Output [billion 2022$]",0.0019731612003073
386,"Total Employement",2019,11.967580802,"As recorded",11.967580802,106.876538692045,"Coastal Employment [thousands]",0.011967580802
386,"Total Personal Income",2019,-711260.634993898,"As recorded",-711260.634993898,106.876538692045,"Coastal Personal Income [billion 2022$]",-0.000806761602880301
386,"Total Industry Output",2020,1256390.69251445,"As recorded",1256390.69251445,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00140651167382681
386,"Total Employement",2020,9.205532595,"As recorded",9.205532595,108.287966074286,"Coastal Employment [thousands]",0.009205532595
386,"Total Personal Income",2020,-100429.609176784,"As recorded",-100429.609176784,108.287966074286,"Coastal Personal Income [billion 2022$]",-0.000112429532108609
386,"Total Industry Output",2021,853460.677974847,"As recorded",853460.677974847,113.252692384595,"Coastal Industry Output [billion 2022$]",0.000913553126540489
386,"Total Employement",2021,8.726508037,"As recorded",8.726508037,113.252692384595,"Coastal Employment [thousands]",0.008726508037
386,"Total Personal Income",2021,493105.02215722,"As recorded",493105.02215722,113.252692384595,"Coastal Personal Income [billion 2022$]",0.000527824709831355
386,"Total Industry Output",2022,2179202.88101742,"As recorded",2179202.88101742,121.226851906731,"Coastal Industry Output [billion 2022$]",0.00217920288101742
386,"Total Employement",2022,12.019233657,"As recorded",12.019233657,121.226851906731,"Coastal Employment [thousands]",0.012019233657
386,"Total Personal Income",2022,320004.479645948,"As recorded",320004.479645948,121.226851906731,"Coastal Personal Income [billion 2022$]",0.000320004479645948
386,"Total Personal Income",2012,NA,"Extrapolated",NA,95.7547924993229,"Coastal Personal Income [billion 2022$]",NA
386,"Total Personal Income",2015,NA,"Extrapolated",NA,100,"Coastal Personal Income [billion 2022$]",NA
386,"Total Personal Income",2018,NA,"Extrapolated",NA,105.112221863417,"Coastal Personal Income [billion 2022$]",NA
386,"Total Personal Income",2011,NA,"Extrapolated",NA,94.0042733837922,"Coastal Personal Income [billion 2022$]",NA
386,"Total Personal Income",2013,NA,"Extrapolated",NA,97.3844273465615,"Coastal Personal Income [billion 2022$]",NA
386,"Total Personal Income",2014,NA,"Extrapolated",NA,99.0804906972909,"Coastal Personal Income [billion 2022$]",NA
386,"Total Personal Income",2016,NA,"Extrapolated",NA,100.950322501374,"Coastal Personal Income [billion 2022$]",NA
386,"Total Personal Income",2017,NA,"Extrapolated",NA,102.758144170279,"Coastal Personal Income [billion 2022$]",NA
386,"Total Employement",2012,34.3096305318231,"Extrapolated",34.3846877972731,95.7547924993229,"Coastal Employment [thousands]",0.0343096305318231
386,"Total Employement",2015,5.80919368352822,"Extrapolated",5.88425094897815,100,"Coastal Employment [thousands]",0.00580919368352823
386,"Total Employement",2018,13.202687624,"Extrapolated",13.2777448894499,105.112221863417,"Coastal Employment [thousands]",0.013202687624
386,"Total Employement",2011,23.6600977954423,"Extrapolated",23.7351550608923,94.0042733837922,"Coastal Employment [thousands]",0.0236600977954423
386,"Total Employement",2013,33.925535544129,"Extrapolated",34.0005928095789,97.3844273465615,"Coastal Employment [thousands]",0.033925535544129
386,"Total Employement",2014,37.9722884910762,"Extrapolated",38.0473457565262,99.0804906972909,"Coastal Employment [thousands]",0.0379722884910762
386,"Total Employement",2016,-0.0750572654499209,"Extrapolated",0,100.950322501374,"Coastal Employment [thousands]",-7.50572654499209e-05
386,"Total Employement",2017,-0.0750572654499209,"Extrapolated",0,102.758144170279,"Coastal Employment [thousands]",-7.50572654499209e-05
386,"Total Industry Output",2012,8774130.08852691,"Extrapolated",8774130.08852691,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.0111081664017993
386,"Total Industry Output",2015,875264.04230236,"Extrapolated",875264.042302361,100,"Coastal Industry Output [billion 2022$]",0.00106105504435475
386,"Total Industry Output",2018,419365.592460624,"Extrapolated",419365.592460625,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000483658033963567
386,"Total Industry Output",2011,5637184.93804004,"Extrapolated",5637184.93804004,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.00726965018775901
386,"Total Industry Output",2013,8235314.98968915,"Extrapolated",8235314.98968915,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.0102515498407927
386,"Total Industry Output",2014,9369715.71644138,"Extrapolated",9369715.71644139,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.0114640241643077
386,"Total Industry Output",2016,-1.04773789644241e-09,"Extrapolated",0,100.950322501374,"Coastal Industry Output [billion 2022$]",-1.25818287313907e-18
386,"Total Industry Output",2017,-1.04773789644241e-09,"Extrapolated",0,102.758144170279,"Coastal Industry Output [billion 2022$]",-1.23604769076621e-18
392,"Total Industry Output",2018,10531259.6160371,"As recorded",10531259.6160371,105.112221863417,"Coastal Industry Output [billion 2022$]",0.0121457945349455
392,"Total Employement",2018,32.491344221,"As recorded",32.491344221,105.112221863417,"Coastal Employment [thousands]",0.032491344221
392,"Total Personal Income",2018,1455816.46820735,"As recorded",1455816.46820735,105.112221863417,"Coastal Personal Income [billion 2022$]",0.00167900596396941
392,"Total Industry Output",2019,9268491.42452109,"As recorded",9268491.42452109,106.876538692045,"Coastal Industry Output [billion 2022$]",0.010512971799702
392,"Total Employement",2019,31.147625676,"As recorded",31.147625676,106.876538692045,"Coastal Employment [thousands]",0.031147625676
392,"Total Personal Income",2019,1539238.04073554,"As recorded",1539238.04073554,106.876538692045,"Coastal Personal Income [billion 2022$]",0.00174591153771472
392,"Total Industry Output",2020,10462896.8746881,"As recorded",10462896.8746881,108.287966074286,"Coastal Industry Output [billion 2022$]",0.0117130655965326
392,"Total Employement",2020,34.170021331,"As recorded",34.170021331,108.287966074286,"Coastal Employment [thousands]",0.034170021331
392,"Total Personal Income",2020,1698484.82970466,"As recorded",1698484.82970466,108.287966074286,"Coastal Personal Income [billion 2022$]",0.00190142982993314
392,"Total Industry Output",2021,4482056.94842489,"As recorded",4482056.94842489,113.252692384595,"Coastal Industry Output [billion 2022$]",0.00479764006032713
392,"Total Employement",2021,12.32429106,"As recorded",12.32429106,113.252692384595,"Coastal Employment [thousands]",0.01232429106
392,"Total Personal Income",2021,648515.956199134,"As recorded",648515.956199134,113.252692384595,"Coastal Personal Income [billion 2022$]",0.000694178179131733
392,"Total Industry Output",2022,4442518.57820961,"As recorded",4442518.57820961,121.226851906731,"Coastal Industry Output [billion 2022$]",0.00444251857820961
392,"Total Employement",2022,12.663447907,"As recorded",12.663447907,121.226851906731,"Coastal Employment [thousands]",0.012663447907
392,"Total Personal Income",2022,690772.004559992,"As recorded",690772.004559992,121.226851906731,"Coastal Personal Income [billion 2022$]",0.000690772004559992
392,"Total Personal Income",2012,14963529.0143224,"Extrapolated",14963529.0143223,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.0189440284760071
392,"Total Personal Income",2015,2561080.58118207,"Extrapolated",2561080.58118204,100,"Coastal Personal Income [billion 2022$]",0.00310471736336164
392,"Total Personal Income",2018,1455816.46820735,"Extrapolated",1455816.46820731,105.112221863417,"Coastal Personal Income [billion 2022$]",0.00167900596396941
